ID,start,end,code,team,action,half,pos_x,pos_y
2176,3634.65,3654.65,17. Tobin Powell Powell Heath,Portland Thorns,Air challenges (won),2nd half,91.1,30.4
2177,3634.65,3654.65,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (won),2nd half,91.1,30.4
2178,3634.65,3654.65,20. Rumi Utsugi,OL Reign,Air challenges (lost),2nd half,13.9,37.6
2179,3634.65,3654.65,20. Rumi Utsugi,OL Reign,Challenges (lost),2nd half,13.9,37.6
2180,3637.46,3657.46,15. Megan Anna Rapinoe,OL Reign,Passes accurate,2nd half,14.5,50.8
2181,3637.46,3657.46,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,14.5,50.8
2182,3637.46,3657.46,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,14.5,50.8
2183,3637.46,3657.46,15. Megan Anna Rapinoe,OL Reign,Picking-ups,2nd half,14.5,50.8
2184,3638.95,3658.95,8. Theresa Eslund,OL Reign,Free-kick attacks,2nd half,6.5,53.9
2185,3638.95,3658.95,8. Theresa Eslund,OL Reign,Passes (inaccurate),2nd half,6.5,53.9
2186,3640.52,3660.52,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,2nd half,67.8,12.9
2187,3640.52,3660.52,30. Celeste Anais Boureille,Portland Thorns,Picking-ups (in opp. half),2nd half,67.8,12.9
2188,3640.52,3660.52,30. Celeste Anais Boureille,Portland Thorns,Free-kick attacks,2nd half,67.8,12.9
2189,3641.67,3661.67,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,70.3,10.3
2190,3641.67,3661.67,30. Celeste Anais Boureille,Portland Thorns,Free-kick attacks,2nd half,70.3,10.3
2191,3643.18,3663.18,7. Ana Maria Crnogorcevic,Portland Thorns,Air challenges (lost),2nd half,84.2,11.3
2192,3643.18,3663.18,8. Theresa Eslund,OL Reign,Free-kick attacks,2nd half,20.8,56.7
2193,3643.18,3663.18,8. Theresa Eslund,OL Reign,Air challenges (won),2nd half,20.8,56.7
2194,3643.18,3663.18,7. Ana Maria Crnogorcevic,Portland Thorns,Lost balls,2nd half,84.2,11.3
2195,3643.18,3663.18,7. Ana Maria Crnogorcevic,Portland Thorns,Challenges (lost),2nd half,84.2,11.3
2196,3643.18,3663.18,8. Theresa Eslund,OL Reign,Challenges (won),2nd half,20.8,56.7
2197,3646.15,3666.15,3. Lauren Kate Barnes,OL Reign,Passes (inaccurate),2nd half,8.4,52.4
2198,3646.15,3666.15,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,8.4,52.4
2199,3646.15,3666.15,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,8.4,52.4
2200,3646.15,3666.15,3. Lauren Kate Barnes,OL Reign,Picking-ups,2nd half,8.4,52.4
2201,3648.28,3668.28,30. Celeste Anais Boureille,Portland Thorns,Passes (inaccurate),2nd half,63.6,8.4
2202,3648.28,3668.28,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,63.6,8.4
2203,3648.28,3668.28,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,63.6,8.4
2204,3648.28,3668.28,30. Celeste Anais Boureille,Portland Thorns,Interceptions (in opp. half),2nd half,63.6,8.4
2205,3648.28,3668.28,30. Celeste Anais Boureille,Portland Thorns,Interceptions,2nd half,63.6,8.4
2206,3649.43,3669.43,20. Rumi Utsugi,OL Reign,Bad ball control,2nd half,30.2,54.1
2207,3649.43,3669.43,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,30.2,54.1
2208,3650.12,3670.12,7. Stephanie-Elise Catley,OL Reign,Picking-ups,2nd half,23.3,52.9
2209,3650.12,3670.12,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,23.3,52.9
2210,3652.68,3672.68,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,28.6,61.5
2211,3652.68,3672.68,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,28.6,61.5
2212,3653.94,3673.94,15. Megan Anna Rapinoe,OL Reign,Dribbling,2nd half,35.3,62.5
2213,3653.94,3673.94,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,35.3,62.5
2214,3657,3677,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,29.0,52.0
2215,3657,3677,15. Megan Anna Rapinoe,OL Reign,Passes accurate,2nd half,29.0,52.0
2216,3659.61,3679.61,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,33.0,20.1
2217,3659.61,3679.61,8. Theresa Eslund,OL Reign,Dribbling,2nd half,33.0,20.1
2218,3666.19,3686.19,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,68.7,2.6
2219,3666.19,3686.19,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,68.7,2.6
2220,3667.28,3687.28,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,23.1,65.1
2221,3667.28,3687.28,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (won),2nd half,23.1,65.1
2222,3667.28,3687.28,22. Jasmyne Spencer,OL Reign,Challenges (lost),2nd half,81.9,2.9
2223,3673.92,3693.92,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,79.4,0.0
2224,3673.92,3693.92,8. Theresa Eslund,OL Reign,Lost balls,2nd half,96.0,9.1
2225,3673.92,3693.92,8. Theresa Eslund,OL Reign,Passes (inaccurate),2nd half,79.4,0.0
2226,3675.12,3695.12,4. Emily Townsend Menges,Portland Thorns,Interceptions,2nd half,9.0,58.9
2227,3675.12,3695.12,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,9.0,58.9
2228,3678.54,3698.54,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,12.6,64.2
2229,3682.5,3702.5,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,15.1,65.6
2230,3683.62,3703.62,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),2nd half,5.7,66.3
2231,3683.62,3703.62,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls (in opp. half),2nd half,34.7,62.7
2232,3683.62,3703.62,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls,2nd half,34.7,62.7
2233,3686.11,3706.11,4. Megan Leigh Oyster,OL Reign,Picking-ups (in opp. half),2nd half,70.3,5.3
2234,3686.11,3706.11,4. Megan Leigh Oyster,OL Reign,Picking-ups,2nd half,70.3,5.3
2235,3687.76,3707.76,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (lost),2nd half,26.7,60.8
2236,3687.76,3707.76,4. Megan Leigh Oyster,OL Reign,Dribbles (Successful actions),2nd half,78.3,7.2
2237,3687.76,3707.76,17. Tobin Powell Powell Heath,Portland Thorns,Tackles (Unsuccessful actions),2nd half,26.7,60.8
2238,3687.76,3707.76,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,78.3,7.2
2239,3688.35,3708.35,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,81.5,9.6
2240,3688.35,3708.35,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),2nd half,81.5,9.6
2241,3689.76,3709.76,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,10.9,60.1
2242,3689.76,3709.76,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),2nd half,10.9,60.1
2243,3689.76,3709.76,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,10.9,60.1
2244,3689.76,3709.76,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups,2nd half,10.9,60.1
2245,3689.86,3709.86,4. Megan Leigh Oyster,OL Reign,Interceptions (in opp. half),2nd half,88.2,7.7
2246,3689.86,3709.86,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,88.2,7.7
2247,3689.86,3709.86,4. Megan Leigh Oyster,OL Reign,Interceptions,2nd half,88.2,7.7
2248,3689.86,3709.86,4. Megan Leigh Oyster,OL Reign,Lost balls,2nd half,88.2,7.7
2249,3692.44,3712.44,6. Alexandra Linsley Long Batista,OL Reign,Fouls,2nd half,95.1,12.5
2250,3692.44,3712.44,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,95.1,12.5
2251,3765.33,3785.33,24. Adrianna Nichole Franch,Portland Thorns,Positional attacks,2nd half,10.9,58.7
2252,3765.33,3785.33,24. Adrianna Nichole Franch,Portland Thorns,Passes accurate,2nd half,10.9,58.7
2253,3768.66,3788.66,10. Lindsey Michelle Horan,Portland Thorns,Air challenges (lost),2nd half,65.3,51
2254,3768.66,3788.66,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,39.7,17.0
2255,3768.66,3788.66,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,39.7,17.0
2256,3768.66,3788.66,6. Alexandra Linsley Long Batista,OL Reign,Air challenges (won),2nd half,39.7,17.0
2257,3768.66,3788.66,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,2nd half,39.7,17.0
2258,3768.66,3788.66,10. Lindsey Michelle Horan,Portland Thorns,Lost balls,2nd half,65.3,51.0
2259,3768.66,3788.66,6. Alexandra Linsley Long Batista,OL Reign,Challenges (won),2nd half,39.7,17.0
2260,3768.66,3788.66,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,65.3,51
2261,3770.23,3790.23,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,49.6,23.5
2262,3770.23,3790.23,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),2nd half,49.6,23.5
2263,3770.23,3790.23,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,49.6,23.5
2264,3772.47,3792.47,14. Jodie Lee Taylor,OL Reign,Positional attacks,2nd half,65.1,27.1
2265,3772.47,3792.47,14. Jodie Lee Taylor,OL Reign,Offsides,2nd half,65.1,27.1
2266,3772.47,3792.47,14. Jodie Lee Taylor,OL Reign,Lost balls,2nd half,65.1,27.1
2267,3807.82,3827.82,24. Adrianna Nichole Franch,Portland Thorns,Passes accurate,2nd half,42.0,31.6
2268,3807.82,3827.82,24. Adrianna Nichole Franch,Portland Thorns,Free-kick attacks,2nd half,42.0,31.6
2269,3807.82,3827.82,24. Adrianna Nichole Franch,Portland Thorns,Passes into the penalty box,2nd half,42.0,31.6
2270,3810.4,3830.4,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,89.5,36.6
2271,3810.4,3830.4,10. Lindsey Michelle Horan,Portland Thorns,Lost balls,2nd half,89.5,36.6
2272,3810.4,3830.4,4. Megan Leigh Oyster,OL Reign,Free-kick attacks,2nd half,15.5,31.4
2273,3810.4,3830.4,10. Lindsey Michelle Horan,Portland Thorns,Air challenges (lost),2nd half,89.5,36.6
2274,3810.4,3830.4,4. Megan Leigh Oyster,OL Reign,Air challenges (won),2nd half,15.5,31.4
2275,3810.4,3830.4,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,15.5,31.4
2276,3810.73,3830.73,10. Lindsey Michelle Horan,Portland Thorns,Fouls,2nd half,89.2,36.9
2277,3810.73,3830.73,10. Lindsey Michelle Horan,Portland Thorns,Free-kick attacks,2nd half,89.2,36.9
2278,3844.9,3864.9,1. Lydia Grace Yilkari Williams,OL Reign,Positional attacks,2nd half,17.4,29.0
2279,3844.9,3864.9,1. Lydia Grace Yilkari Williams,OL Reign,Passes (inaccurate),2nd half,17.4,29.0
2280,3847.37,3867.37,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,50.0,59.1
2281,3847.37,3867.37,10. Lindsey Michelle Horan,Portland Thorns,Passes (inaccurate),2nd half,50.0,59.1
2282,3847.37,3867.37,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,50.0,59.1
2283,3847.37,3867.37,10. Lindsey Michelle Horan,Portland Thorns,Interceptions,2nd half,50.0,59.1
2284,3849.57,3869.57,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,30.0,12.9
2285,3849.57,3869.57,4. Megan Leigh Oyster,OL Reign,Picking-ups,2nd half,30.0,12.9
2286,3851.17,3871.17,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,30.0,10.5
2287,3851.17,3871.17,4. Megan Leigh Oyster,OL Reign,Passes accurate,2nd half,30.0,10.5
2288,3852.27,3872.27,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,39.5,4.3
2289,3853.24,3873.24,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,42.0,3.1
2290,3853.24,3873.24,8. Theresa Eslund,OL Reign,Passes (inaccurate),2nd half,42.0,3.1
2291,3855.21,3875.21,4. Emily Townsend Menges,Portland Thorns,Picking-ups,2nd half,31.3,57.2
2292,3855.21,3875.21,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,31.3,57.2
2293,3857.87,3877.87,4. Emily Townsend Menges,Portland Thorns,Passes (inaccurate),2nd half,26.0,64.2
2294,3857.87,3877.87,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,26.0,64.2
2295,3858.05,3878.05,22. Jasmyne Spencer,OL Reign,Interceptions,2nd half,76.0,3.1
2296,3858.05,3878.05,22. Jasmyne Spencer,OL Reign,Positional attacks,2nd half,76.0,3.1
2297,3858.05,3878.05,22. Jasmyne Spencer,OL Reign,Interceptions (in opp. half),2nd half,76.0,3.1
2298,3861.77,3881.77,10. Jessica Anne Fishlock,OL Reign,Positional attacks,2nd half,79.6,3.4
2299,3861.77,3881.77,10. Jessica Anne Fishlock,OL Reign,Picking-ups (in opp. half),2nd half,79.6,3.4
2300,3861.77,3881.77,10. Jessica Anne Fishlock,OL Reign,Picking-ups,2nd half,79.6,3.4
2301,3864.5,3884.5,10. Jessica Anne Fishlock,OL Reign,Positional attacks,2nd half,79.0,6.5
2302,3864.5,3884.5,10. Jessica Anne Fishlock,OL Reign,Passes accurate,2nd half,79.0,6.5
2303,3865.8,3885.8,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,76.0,2.6
2304,3866.74,3886.74,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,74.8,2.9
2305,3866.74,3886.74,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,74.8,2.9
2306,3868.23,3888.23,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,60.7,7.9
2307,3869.84,3889.84,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,58.2,11.3
2308,3869.84,3889.84,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,2nd half,58.2,11.3
2309,3871.57,3891.57,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,37.4,8.4
2310,3872.79,3892.79,4. Megan Leigh Oyster,OL Reign,Passes accurate,2nd half,34.9,12.7
2311,3872.79,3892.79,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,34.9,12.7
2312,3874.83,3894.83,1. Lydia Grace Yilkari Williams,OL Reign,Positional attacks,2nd half,17.9,32.1
2313,3876.93,3896.93,1. Lydia Grace Yilkari Williams,OL Reign,Lost balls,2nd half,53.8,30.9
2314,3876.93,3896.93,1. Lydia Grace Yilkari Williams,OL Reign,Passes (inaccurate),2nd half,18.1,31.1
2315,3876.93,3896.93,1. Lydia Grace Yilkari Williams,OL Reign,Positional attacks,2nd half,18.1,31.1
2316,3878.72,3898.72,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,51.2,37.1
2317,3878.72,3898.72,30. Celeste Anais Boureille,Portland Thorns,Interceptions,2nd half,51.2,37.1
2318,3880.22,3900.22,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,56.5,37.4
2319,3880.22,3900.22,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,56.5,37.4
2320,3881.39,3901.39,9. Caitlin Jade Foord,Portland Thorns,Positional attacks,2nd half,76.7,38.5
2321,3881.39,3901.39,9. Caitlin Jade Foord,Portland Thorns,Passes accurate,2nd half,76.7,38.5
2322,3882.97,3902.97,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,75.4,47.4
2323,3882.97,3902.97,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,75.4,47.4
2324,3886.13,3906.13,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,104.4,58.7
2325,3887.65,3907.65,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,0.59999999999999,9.3
2326,3887.65,3907.65,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (lost),2nd half,104.4,58.7
2327,3887.65,3907.65,4. Megan Leigh Oyster,OL Reign,Tackles (Successful actions),2nd half,0.59999999999999,9.3
2328,3887.65,3907.65,17. Tobin Powell Powell Heath,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,104.4,58.7
2329,3887.65,3907.65,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,104.4,58.7
2330,3890.44,3910.44,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),2nd half,3.2,6.0
2331,3890.44,3910.44,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,3.2,6.0
2332,3892.75,3912.75,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,60.3,56.5
2333,3892.75,3912.75,4. Emily Townsend Menges,Portland Thorns,Picking-ups (in opp. half),2nd half,60.3,56.5
2334,3892.75,3912.75,4. Emily Townsend Menges,Portland Thorns,Picking-ups,2nd half,60.3,56.5
2335,3892.75,3912.75,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,60.3,56.5
2336,3892.75,3912.75,4. Emily Townsend Menges,Portland Thorns,Passes (inaccurate),2nd half,60.3,56.5
2337,3909.27,3929.27,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,25.8,0.0
2338,3910.62,3930.62,22. Jasmyne Spencer,OL Reign,Lost balls,2nd half,37.0,4.3
2339,3910.62,3930.62,22. Jasmyne Spencer,OL Reign,Lost balls (in opp. half),2nd half,37.0,4.3
2340,3910.62,3930.62,22. Jasmyne Spencer,OL Reign,Bad ball control,2nd half,37.0,4.3
2341,3912.38,3932.38,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,70.6,57.0
2342,3912.38,3932.38,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,2nd half,70.6,57.0
2343,3912.38,3932.38,12. Christine Margaret Sinclair,Portland Thorns,Picking-ups,2nd half,70.6,57.0
2344,3912.38,3932.38,12. Christine Margaret Sinclair,Portland Thorns,Picking-ups (in opp. half),2nd half,70.6,57.0
2345,3913.05,3933.05,17. Tobin Powell Powell Heath,Portland Thorns,Counter-attacks,2nd half,74.3,65.4
2346,3913.99,3933.99,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,77.3,64.6
2347,3913.99,3933.99,17. Tobin Powell Powell Heath,Portland Thorns,Counter-attacks,2nd half,77.3,64.6
2348,3914.52,3934.52,9. Caitlin Jade Foord,Portland Thorns,Challenges (lost),2nd half,82.1,59.4
2349,3914.52,3934.52,4. Megan Leigh Oyster,OL Reign,Counter-attacks,2nd half,22.9,8.6
2350,3914.52,3934.52,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,22.9,8.6
2351,3914.52,3934.52,9. Caitlin Jade Foord,Portland Thorns,Lost balls,2nd half,82.1,59.4
2352,3916.26,3936.26,20. Rumi Utsugi,OL Reign,Picking-ups,2nd half,27.9,18.0
2353,3917.86,3937.86,20. Rumi Utsugi,OL Reign,Passes accurate,2nd half,27.3,22.5
2354,3922.11,3942.11,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,27.9,55.8
2355,3925.17,3945.17,3. Lauren Kate Barnes,OL Reign,Passes accurate,2nd half,26.9,52.4
2356,3926.81,3946.81,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,39.7,67.0
2357,3927.83,3947.83,15. Megan Anna Rapinoe,OL Reign,Passes accurate,2nd half,48.5,64.6
2358,3929.72,3949.72,7. Stephanie-Elise Catley,OL Reign,Lost balls (in opp. half),2nd half,36.5,35.2
2359,3929.72,3949.72,7. Stephanie-Elise Catley,OL Reign,Lost balls,2nd half,36.5,35.2
2360,3929.72,3949.72,7. Stephanie-Elise Catley,OL Reign,Passes (inaccurate),2nd half,39.5,61.1
2361,3932.25,3952.25,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups (in opp. half),2nd half,68.5,32.8
2362,3932.25,3952.25,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups,2nd half,68.5,32.8
2363,3934,3954,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,67.8,29.2
2364,3934,3954,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,67.8,29.2
2365,3935.28,3955.28,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,71.4,38.8
2366,3936.49,3956.49,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,74.6,45.0
2367,3936.49,3956.49,10. Lindsey Michelle Horan,Portland Thorns,Passes (inaccurate),2nd half,74.6,45.0
2368,3936.49,3956.49,10. Lindsey Michelle Horan,Portland Thorns,Passes into the penalty box,2nd half,74.6,45.0
2369,3941.16,3961.16,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,5.5,15.3
2370,3941.16,3961.16,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),2nd half,5.5,15.3
2371,3941.16,3961.16,4. Megan Leigh Oyster,OL Reign,Picking-ups,2nd half,5.5,15.3
2372,3941.16,3961.16,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,5.5,15.3
2373,3944.86,3964.86,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups (in opp. half),2nd half,63.6,62.7
2374,3944.86,3964.86,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups,2nd half,63.6,62.7
2375,3944.86,3964.86,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,63.6,62.7
2376,3946.1,3966.1,14. Jodie Lee Taylor,OL Reign,Tackles (Unsuccessful actions),2nd half,41.6,5.5
2377,3946.1,3966.1,14. Jodie Lee Taylor,OL Reign,Challenges (lost),2nd half,41.6,5.5
2378,3946.1,3966.1,17. Tobin Powell Powell Heath,Portland Thorns,Dribbles (Successful actions),2nd half,63.4,62.5
2379,3946.1,3966.1,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,63.4,62.5
2380,3946.53,3966.53,14. Jodie Lee Taylor,OL Reign,Fouls,2nd half,41.6,5.5
2381,3946.53,3966.53,14. Jodie Lee Taylor,OL Reign,Positional attacks,2nd half,41.6,5.5
2382,3993.26,4013.26,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,63.8,62.7
2383,3993.26,4013.26,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,2nd half,63.8,62.7
2384,3993.26,4013.26,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,63.8,62.7
2385,3993.26,4013.26,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,63.8,62.7
2386,3995.78,4015.78,10. Lindsey Michelle Horan,Portland Thorns,Air challenges (lost),2nd half,90.1,29.5
2387,3995.78,4015.78,4. Megan Leigh Oyster,OL Reign,Free-kick attacks,2nd half,14.9,38.5
2388,3995.78,4015.78,4. Megan Leigh Oyster,OL Reign,Air challenges (won),2nd half,14.9,38.5
2389,3995.78,4015.78,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,90.1,29.5
2390,3995.78,4015.78,10. Lindsey Michelle Horan,Portland Thorns,Lost balls,2nd half,90.1,29.5
2391,3995.78,4015.78,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,14.9,38.5
2392,3996.14,4016.14,10. Lindsey Michelle Horan,Portland Thorns,Free-kick attacks,2nd half,90.5,28.5
2393,3996.14,4016.14,10. Lindsey Michelle Horan,Portland Thorns,Fouls,2nd half,90.5,28.5
